"Clip_Number","Clip_Path","Location","Group_Name","Group_ID","Long_Path"
1729,"label_groups/background/1729_insect_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1729_insect_D1.WAV"
1730,"label_groups/background/1730_insect_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1730_insect_D1.WAV"
1731,"label_groups/sc/1731_sc_D1.WAV","D1","sc",3,"./Audio_Label_194/label_groups/sc/1731_sc_D1.WAV"
1732,"label_groups/mm/1732_mm_D1.WAV","D1","mm",2,"./Audio_Label_194/label_groups/mm/1732_mm_D1.WAV"
1733,"label_groups/sc/1733_sc_D1.WAV","D1","sc",3,"./Audio_Label_194/label_groups/sc/1733_sc_D1.WAV"
1734,"label_groups/mm/1734_mm_D1.WAV","D1","mm",2,"./Audio_Label_194/label_groups/mm/1734_mm_D1.WAV"
1735,"label_groups/sc/1735_sc_D1.WAV","D1","sc",3,"./Audio_Label_194/label_groups/sc/1735_sc_D1.WAV"
1736,"label_groups/mm/1736_mm_D1.WAV","D1","mm",2,"./Audio_Label_194/label_groups/mm/1736_mm_D1.WAV"
1737,"label_groups/sc/1737_sc_D1.WAV","D1","sc",3,"./Audio_Label_194/label_groups/sc/1737_sc_D1.WAV"
1738,"label_groups/mm/1738_mm_D1.WAV","D1","mm",2,"./Audio_Label_194/label_groups/mm/1738_mm_D1.WAV"
1739,"label_groups/sc/1739_sc_D1.WAV","D1","sc",3,"./Audio_Label_194/label_groups/sc/1739_sc_D1.WAV"
1740,"label_groups/mm/1740_mm_D1.WAV","D1","mm",2,"./Audio_Label_194/label_groups/mm/1740_mm_D1.WAV"
1741,"label_groups/sc/1741_sc_D1.WAV","D1","sc",3,"./Audio_Label_194/label_groups/sc/1741_sc_D1.WAV"
1742,"label_groups/mm/1742_mm_D1.WAV","D1","mm",2,"./Audio_Label_194/label_groups/mm/1742_mm_D1.WAV"
1743,"label_groups/sc/1743_sc_D1.WAV","D1","sc",3,"./Audio_Label_194/label_groups/sc/1743_sc_D1.WAV"
1744,"label_groups/gc/1744_gc_D1.WAV","D1","gc",1,"./Audio_Label_194/label_groups/gc/1744_gc_D1.WAV"
1745,"label_groups/mm/1745_mm_D1.WAV","D1","mm",2,"./Audio_Label_194/label_groups/mm/1745_mm_D1.WAV"
1746,"label_groups/background/1746_bird_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1746_bird_D1.WAV"
1747,"label_groups/background/1747_bird_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1747_bird_D1.WAV"
1748,"label_groups/background/1748_bird_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1748_bird_D1.WAV"
1749,"label_groups/background/1749_bird_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1749_bird_D1.WAV"
1750,"label_groups/background/1750_bird_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1750_bird_D1.WAV"
1751,"label_groups/background/1751_bird_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1751_bird_D1.WAV"
1752,"label_groups/background/1752_bird_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1752_bird_D1.WAV"
1753,"label_groups/background/1753_bird_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1753_bird_D1.WAV"
1754,"label_groups/background/1754_bird_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1754_bird_D1.WAV"
1755,"label_groups/background/1755_bird_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1755_bird_D1.WAV"
1756,"label_groups/background/1756_bird_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1756_bird_D1.WAV"
1757,"label_groups/background/1757_bird_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1757_bird_D1.WAV"
1758,"label_groups/background/1758_bird_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1758_bird_D1.WAV"
1759,"label_groups/background/1759_bird_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1759_bird_D1.WAV"
1760,"label_groups/background/1760_bird_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1760_bird_D1.WAV"
1761,"label_groups/background/1761_bird_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1761_bird_D1.WAV"
1762,"label_groups/background/1762_bird_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1762_bird_D1.WAV"
1763,"label_groups/background/1763_bird_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1763_bird_D1.WAV"
1764,"label_groups/background/1764_bird_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1764_bird_D1.WAV"
1765,"label_groups/background/1765_bird_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1765_bird_D1.WAV"
1766,"label_groups/background/1766_bird_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1766_bird_D1.WAV"
1767,"label_groups/background/1767_bird_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1767_bird_D1.WAV"
1768,"label_groups/background/1768_bird_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1768_bird_D1.WAV"
1769,"label_groups/background/1769_bird_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1769_bird_D1.WAV"
1770,"label_groups/background/1770_bird_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1770_bird_D1.WAV"
1771,"label_groups/background/1771_bird_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1771_bird_D1.WAV"
1772,"label_groups/background/1772_bird_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1772_bird_D1.WAV"
1773,"label_groups/background/1773_bird_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1773_bird_D1.WAV"
1774,"label_groups/background/1774_bird_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1774_bird_D1.WAV"
1775,"label_groups/background/1775_bird_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1775_bird_D1.WAV"
1776,"label_groups/background/1776_bird_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1776_bird_D1.WAV"
1777,"label_groups/background/1777_bird_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1777_bird_D1.WAV"
1778,"label_groups/background/1778_bird_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1778_bird_D1.WAV"
1779,"label_groups/background/1779_bird_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1779_bird_D1.WAV"
1780,"label_groups/background/1780_bird_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1780_bird_D1.WAV"
1781,"label_groups/background/1781_bird_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1781_bird_D1.WAV"
1782,"label_groups/background/1782_bird_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1782_bird_D1.WAV"
1783,"label_groups/background/1783_insect_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1783_insect_D1.WAV"
1784,"label_groups/background/1784_insect_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1784_insect_D1.WAV"
1785,"label_groups/background/1785_insect_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1785_insect_D1.WAV"
1786,"label_groups/background/1786_insect_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1786_insect_D1.WAV"
1787,"label_groups/background/1787_insect_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1787_insect_D1.WAV"
1788,"label_groups/background/1788_insect_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1788_insect_D1.WAV"
1789,"label_groups/background/1789_insect_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1789_insect_D1.WAV"
1790,"label_groups/background/1790_insect_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1790_insect_D1.WAV"
1791,"label_groups/background/1791_insect_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1791_insect_D1.WAV"
1792,"label_groups/background/1792_insect_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1792_insect_D1.WAV"
1793,"label_groups/background/1793_insect_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1793_insect_D1.WAV"
1794,"label_groups/background/1794_insect_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1794_insect_D1.WAV"
1795,"label_groups/background/1795_insect_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1795_insect_D1.WAV"
1796,"label_groups/background/1796_insect_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1796_insect_D1.WAV"
1797,"label_groups/background/1797_insect_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1797_insect_D1.WAV"
1798,"label_groups/background/1798_insect_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1798_insect_D1.WAV"
1799,"label_groups/background/1799_insect_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1799_insect_D1.WAV"
1800,"label_groups/background/1800_insect_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1800_insect_D1.WAV"
1801,"label_groups/background/1801_insect_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1801_insect_D1.WAV"
1802,"label_groups/background/1802_insect_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1802_insect_D1.WAV"
1803,"label_groups/background/1803_insect_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1803_insect_D1.WAV"
1804,"label_groups/background/1804_insect_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1804_insect_D1.WAV"
1805,"label_groups/background/1805_insect_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1805_insect_D1.WAV"
1806,"label_groups/background/1806_insect_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1806_insect_D1.WAV"
1807,"label_groups/background/1807_insect_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1807_insect_D1.WAV"
1808,"label_groups/background/1808_insect_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1808_insect_D1.WAV"
1809,"label_groups/background/1809_insect_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1809_insect_D1.WAV"
1810,"label_groups/background/1810_insect_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1810_insect_D1.WAV"
1811,"label_groups/background/1811_insect_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1811_insect_D1.WAV"
1812,"label_groups/background/1812_insect_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1812_insect_D1.WAV"
1813,"label_groups/background/1813_insect_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1813_insect_D1.WAV"
1814,"label_groups/background/1814_bird_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1814_bird_D1.WAV"
1815,"label_groups/background/1815_insect_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1815_insect_D1.WAV"
1816,"label_groups/background/1816_insect_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1816_insect_D1.WAV"
1817,"label_groups/background/1817_insect_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1817_insect_D1.WAV"
1818,"label_groups/background/1818_insect_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1818_insect_D1.WAV"
1819,"label_groups/background/1819_insect_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1819_insect_D1.WAV"
1820,"label_groups/background/1820_insect_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1820_insect_D1.WAV"
1821,"label_groups/background/1821_insect_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1821_insect_D1.WAV"
1822,"label_groups/background/1822_insect_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1822_insect_D1.WAV"
1823,"label_groups/background/1823_insect_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1823_insect_D1.WAV"
1824,"label_groups/background/1824_insect_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1824_insect_D1.WAV"
1825,"label_groups/background/1825_bird_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1825_bird_D1.WAV"
1826,"label_groups/background/1826_insect_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1826_insect_D1.WAV"
1827,"label_groups/background/1827_insect_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1827_insect_D1.WAV"
1828,"label_groups/background/1828_insect_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1828_insect_D1.WAV"
1829,"label_groups/background/1829_insect_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1829_insect_D1.WAV"
1830,"label_groups/background/1830_insect_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1830_insect_D1.WAV"
1831,"label_groups/background/1831_insect_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1831_insect_D1.WAV"
1832,"label_groups/background/1832_insect_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1832_insect_D1.WAV"
1833,"label_groups/background/1833_bird_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1833_bird_D1.WAV"
1834,"label_groups/background/1834_bird_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1834_bird_D1.WAV"
1835,"label_groups/background/1835_bird_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1835_bird_D1.WAV"
1836,"label_groups/background/1836_insect_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1836_insect_D1.WAV"
1837,"label_groups/background/1837_insect_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1837_insect_D1.WAV"
1838,"label_groups/background/1838_insect_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1838_insect_D1.WAV"
1839,"label_groups/background/1839_insect_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1839_insect_D1.WAV"
1840,"label_groups/background/1840_insect_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1840_insect_D1.WAV"
1841,"label_groups/background/1841_insect_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1841_insect_D1.WAV"
1842,"label_groups/background/1842_insect_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1842_insect_D1.WAV"
1843,"label_groups/background/1843_insect_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1843_insect_D1.WAV"
1844,"label_groups/background/1844_insect_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1844_insect_D1.WAV"
1845,"label_groups/background/1845_insect_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1845_insect_D1.WAV"
1846,"label_groups/background/1846_insect_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1846_insect_D1.WAV"
1847,"label_groups/background/1847_insect_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1847_insect_D1.WAV"
1848,"label_groups/background/1848_insect_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1848_insect_D1.WAV"
1849,"label_groups/background/1849_insect_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1849_insect_D1.WAV"
1850,"label_groups/background/1850_insect_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1850_insect_D1.WAV"
1851,"label_groups/background/1851_insect_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1851_insect_D1.WAV"
1852,"label_groups/background/1852_insect_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1852_insect_D1.WAV"
1853,"label_groups/background/1853_insect_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1853_insect_D1.WAV"
1854,"label_groups/background/1854_insect_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1854_insect_D1.WAV"
1855,"label_groups/background/1855_insect_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1855_insect_D1.WAV"
1856,"label_groups/background/1856_insect_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1856_insect_D1.WAV"
1857,"label_groups/background/1857_insect_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1857_insect_D1.WAV"
1858,"label_groups/background/1858_insect_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1858_insect_D1.WAV"
1859,"label_groups/background/1859_insect_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1859_insect_D1.WAV"
1860,"label_groups/background/1860_insect_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1860_insect_D1.WAV"
1861,"label_groups/background/1861_insect_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1861_insect_D1.WAV"
1862,"label_groups/background/1862_insect_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1862_insect_D1.WAV"
1863,"label_groups/background/1863_insect_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1863_insect_D1.WAV"
1864,"label_groups/background/1864_insect_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1864_insect_D1.WAV"
1865,"label_groups/background/1865_insect_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1865_insect_D1.WAV"
1866,"label_groups/background/1866_insect_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1866_insect_D1.WAV"
1867,"label_groups/background/1867_insect_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1867_insect_D1.WAV"
1868,"label_groups/background/1868_insect_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1868_insect_D1.WAV"
1869,"label_groups/background/1869_insect_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1869_insect_D1.WAV"
1870,"label_groups/background/1870_insect_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1870_insect_D1.WAV"
1871,"label_groups/background/1871_insect_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1871_insect_D1.WAV"
1872,"label_groups/background/1872_insect_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1872_insect_D1.WAV"
1873,"label_groups/background/1873_insect_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1873_insect_D1.WAV"
1874,"label_groups/background/1874_insect_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1874_insect_D1.WAV"
1875,"label_groups/background/1875_insect_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1875_insect_D1.WAV"
1876,"label_groups/background/1876_insect_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1876_insect_D1.WAV"
1877,"label_groups/background/1877_insect_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1877_insect_D1.WAV"
1878,"label_groups/background/1878_insect_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1878_insect_D1.WAV"
1879,"label_groups/background/1879_insect_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1879_insect_D1.WAV"
1880,"label_groups/background/1880_insect_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1880_insect_D1.WAV"
1881,"label_groups/background/1881_insect_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1881_insect_D1.WAV"
1882,"label_groups/background/1882_insect_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1882_insect_D1.WAV"
1883,"label_groups/background/1883_insect_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1883_insect_D1.WAV"
1884,"label_groups/background/1884_insect_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1884_insect_D1.WAV"
1885,"label_groups/background/1885_insect_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1885_insect_D1.WAV"
1886,"label_groups/background/1886_insect_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1886_insect_D1.WAV"
1887,"label_groups/background/1887_insect_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1887_insect_D1.WAV"
1888,"label_groups/background/1888_insect_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1888_insect_D1.WAV"
1889,"label_groups/background/1889_insect_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1889_insect_D1.WAV"
1890,"label_groups/background/1890_insect_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1890_insect_D1.WAV"
1891,"label_groups/background/1891_insect_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1891_insect_D1.WAV"
1892,"label_groups/background/1892_insect_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1892_insect_D1.WAV"
1893,"label_groups/background/1893_insect_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1893_insect_D1.WAV"
1894,"label_groups/background/1894_insect_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1894_insect_D1.WAV"
1895,"label_groups/background/1895_insect_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1895_insect_D1.WAV"
1896,"label_groups/background/1896_insect_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1896_insect_D1.WAV"
1897,"label_groups/background/1897_insect_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1897_insect_D1.WAV"
1898,"label_groups/background/1898_insect_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1898_insect_D1.WAV"
1899,"label_groups/background/1899_insect_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1899_insect_D1.WAV"
1900,"label_groups/background/1900_insect_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1900_insect_D1.WAV"
1901,"label_groups/background/1901_insect_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1901_insect_D1.WAV"
1902,"label_groups/background/1902_insect_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1902_insect_D1.WAV"
1903,"label_groups/background/1903_insect_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1903_insect_D1.WAV"
1904,"label_groups/background/1904_insect_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1904_insect_D1.WAV"
1905,"label_groups/background/1905_insect_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1905_insect_D1.WAV"
1906,"label_groups/background/1906_insect_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1906_insect_D1.WAV"
1907,"label_groups/background/1907_insect_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1907_insect_D1.WAV"
1908,"label_groups/background/1908_insect_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1908_insect_D1.WAV"
1909,"label_groups/background/1909_insect_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1909_insect_D1.WAV"
1910,"label_groups/background/1910_insect_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1910_insect_D1.WAV"
1911,"label_groups/background/1911_insect_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1911_insect_D1.WAV"
1912,"label_groups/background/1912_insect_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1912_insect_D1.WAV"
1913,"label_groups/background/1913_insect_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1913_insect_D1.WAV"
1914,"label_groups/background/1914_insect_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1914_insect_D1.WAV"
1915,"label_groups/background/1915_insect_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1915_insect_D1.WAV"
1916,"label_groups/background/1916_insect_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1916_insect_D1.WAV"
1917,"label_groups/background/1917_insect_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1917_insect_D1.WAV"
1918,"label_groups/background/1918_insect_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1918_insect_D1.WAV"
1919,"label_groups/background/1919_insect_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1919_insect_D1.WAV"
1920,"label_groups/background/1920_insect_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1920_insect_D1.WAV"
1921,"label_groups/background/1921_insect_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1921_insect_D1.WAV"
1922,"label_groups/background/1922_insect_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1922_insect_D1.WAV"
1923,"label_groups/background/1923_insect_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1923_insect_D1.WAV"
1924,"label_groups/background/1924_insect_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1924_insect_D1.WAV"
1925,"label_groups/background/1925_insect_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1925_insect_D1.WAV"
1926,"label_groups/background/1926_insect_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1926_insect_D1.WAV"
1927,"label_groups/background/1927_insect_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1927_insect_D1.WAV"
1928,"label_groups/background/1928_insect_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1928_insect_D1.WAV"
1929,"label_groups/background/1929_insect_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1929_insect_D1.WAV"
1930,"label_groups/background/1930_insect_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1930_insect_D1.WAV"
1931,"label_groups/background/1931_insect_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1931_insect_D1.WAV"
1932,"label_groups/background/1932_insect_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1932_insect_D1.WAV"
1933,"label_groups/background/1933_insect_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1933_insect_D1.WAV"
1934,"label_groups/background/1934_insect_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1934_insect_D1.WAV"
1935,"label_groups/background/1935_insect_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1935_insect_D1.WAV"
1936,"label_groups/background/1936_insect_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1936_insect_D1.WAV"
1937,"label_groups/background/1937_insect_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1937_insect_D1.WAV"
1938,"label_groups/background/1938_insect_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1938_insect_D1.WAV"
1939,"label_groups/background/1939_insect_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1939_insect_D1.WAV"
1940,"label_groups/background/1940_insect_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1940_insect_D1.WAV"
1941,"label_groups/background/1941_insect_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1941_insect_D1.WAV"
1942,"label_groups/background/1942_insect_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1942_insect_D1.WAV"
1943,"label_groups/background/1943_insect_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1943_insect_D1.WAV"
1944,"label_groups/background/1944_insect_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1944_insect_D1.WAV"
1945,"label_groups/background/1945_insect_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1945_insect_D1.WAV"
1946,"label_groups/background/1946_insect_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1946_insect_D1.WAV"
1947,"label_groups/background/1947_insect_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1947_insect_D1.WAV"
1948,"label_groups/background/1948_insect_D1.WAV","D1","background",0,"./Audio_Label_194/label_groups/background/1948_insect_D1.WAV"
